id,name,state,district,category,managementType,institutionType,yearEstablished
S-26566,"SRI SURYA SCHOOL OF NURSING, RAJAHMUNDRY",Andhra Pradesh,East Godavari,Medical,Private Un-Aided,Nursing,2019
S-3649,SRI Y V S & B R M SCHOOL OF NURSING EAST GODAVARI,Andhra Pradesh,East Godavari,Medical,Private Un-Aided,Nursing,2003
S-3661,SUDHA SCHOOL OF NURSING EAST GODAVARI,Andhra Pradesh,East Godavari,Medical,Private Aided (Government Aided),Nursing,2004
S-3662,SUJATHA SCHOOL OF NURSING EAST GODAVARI,Andhra Pradesh,East Godavari,Medical,Private Un-Aided,Nursing,2003
S-12956,"SUPRIYA SCHOOL OF NURSING, RAMARAOPET, EAST GODAVARI",Andhra Pradesh,East Godavari,Medical,Private Un-Aided,Nursing,2003
S-26750,SUSRUTHA PARAMEDICAL COLLEGE,Andhra Pradesh,East Godavari,Degree,Private Un-Aided,Paramedical,2023
S-3665,SWATANTRA SCHOOL OF NURSING EAST GODAVARI,Andhra Pradesh,East Godavari,Medical,Private Aided (Government Aided),Nursing,2003
S-14933,Sraddaha College of Diploma in Enggineering and Technology,Andhra Pradesh,East Godavari,Engineering,Private Un-Aided,Technical/Polytechnic,2010
C-24264,St. Marys College of Education,Andhra Pradesh,East Godavari,Degree,Private Un-Aided,Affiliated College,-
S-21113,VARAHI SCHOOL OF NURSING,Andhra Pradesh,East Godavari,Medical,Private Un-Aided,Nursing,2018
S-12984,"VISWASAI SCHOOL OF NURSING, KOVVUR, WEST GODAVARI",Andhra Pradesh,East Godavari,Medical,Private Un-Aided,Nursing,2000
S-12975,"YASHODA SCHOOL OF NURSING,ELWINPET, KAKINADA, EAST GODAVARI DISTRICT",Andhra Pradesh,East Godavari,Medical,Private Un-Aided,Nursing,2004
S-26094,APOLLO PARAMEDICAL COLLEGE,Andhra Pradesh,Eluru,Degree,Private Un-Aided,Paramedical,2022
S-12990,"ASSRAM SCHOOL OF NURSING, MALKAPURAM, WEST GODAVARI",Andhra Pradesh,Eluru,Medical,Private Un-Aided,Nursing,2003
C-74547,"GOVERNMENT COLLEGE OF NURSING,ELURU",Andhra Pradesh,Eluru,Medical,State Government,Affiliated College,2020
S-26832,PLANET FINANCE BUSINESS SCHOOL,Andhra Pradesh,Eluru,Management,Private Un-Aided,PGDM Institutes,2024
C-74926,"PRAKASAM COLLEGE OF NURSING, KOYYALAGUDEM",Andhra Pradesh,Eluru,Medical,Private Un-Aided,Affiliated College,2024
S-26354,"RATNA PARAMEDICAL INSTITUTE , KOYYALAGUDEM",Andhra Pradesh,Eluru,Degree,Private Un-Aided,Paramedical,2012
S-26334,SAI SRI INSTITUTE OF ALLIED HEALTH SCIENCES,Andhra Pradesh,Eluru,Medical,Private Un-Aided,Paramedical,2022
S-630,SIR C.R. REDDY POLYTECHNIC ELURU,Andhra Pradesh,Eluru,Engineering,Private Un-Aided,Technical/Polytechnic,1980
S-26093,SRI CHAITANYA PARAMEDICAL COLLEGE,Andhra Pradesh,Eluru,Degree,Private Un-Aided,Paramedical,2012
S-26374,"SRI JYOTHI COLLEGE OF COLLEGE OF MEDICAL TECHNOLOGY, JANGAREDDYGUDEM, ELURU DISTRICT",Andhra Pradesh,Eluru,Engineering,Private Un-Aided,Paramedical,2023
S-26096,SRI KATYAYANI PARAMEDICAL COLLEGE,Andhra Pradesh,Eluru,Degree,Private Un-Aided,Paramedical,2024
C-75285,SRI SWAMINATHAN AGRICULTURE POLYTECHNIC,Andhra Pradesh,Eluru,Engineering,Private Un-Aided,Affiliated College,2015
S-26095,VIJAYKRISHNA PARAMEDICAL COLLGE,Andhra Pradesh,Eluru,Degree,Private Un-Aided,Paramedical,2012
S-26291,VIJETHA VISWA VIDYANIKETH,Andhra Pradesh,Eluru,Degree,Private Un-Aided,Teacher Training,2016
C-57009,"ADVANCED POST GRADUATE CENTRE, LAM FARM, GUNTUR",Andhra Pradesh,Guntur,University,University,Constituent / University College,-
S-13059,"AMG SATYAVEDAM SCHOOL OF NURSING, CHILAKALURIPET, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2010
S-13051,"ASWINI SCHOOL OF NURSING, MANGALAGIRI ROAD, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2004
C-74546,BHARATH REDDY COLLEGE OF MEDICAL LAB TECHNOLOGY,Andhra Pradesh,Guntur,Engineering,Private Un-Aided,Affiliated College,2023
C-74765,CHALAPATHI COLLEGE OF PHARMACY,Andhra Pradesh,Guntur,Pharmacy,Private Un-Aided,Affiliated College,2024
S-3475,CHANDRA SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,1994
S-515,CHUNDI RANGANAYAKULU POLYTECHNIC,Andhra Pradesh,Guntur,Engineering,Private Un-Aided,Technical/Polytechnic,1982
S-15364,DASARI SUBBA RAO GOVERNMENT POLYTECHNIC PONNUR,Andhra Pradesh,Guntur,Engineering,State Government,Technical/Polytechnic,2008
S-26295,DHARMA PARAMEDICAL COLLEGE,Andhra Pradesh,Guntur,Degree,Private Un-Aided,Paramedical,2024
C-66662,DR ANJI REDDY COLLEGE OF PHYSIOTHERAPY,Andhra Pradesh,Guntur,Degree,-,Affiliated College,-
S-15942,DR ANJIREDDY SCHOOL OF NURSING,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2013
S-13052,"DR PAULRAJ SCHOOL OF NURSING, NANDULPET, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2003
C-76556,"DR SOWMYA COLLEGE OF NURSING, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Affiliated College,2024
S-13060,"EMMI SCHOOL OF NURSING, PHIRANGIPURAM, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2005
S-13042,"FLORENCE NIGHTINGALE SCHOOL OF NURSING, DEVI CHOWK, TENALI, GUNTUR DISTRICT",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2003
S-26045,"GENIOUS COLLEGE OF PARAMEDICAL SCIENCES, TENALI, GUNTUR DISTRICT",Andhra Pradesh,Guntur,Degree,Private Un-Aided,Paramedical,2024
S-13033,"GOVERNMENT GENERAL HOSPITAL, GUNTUR",Andhra Pradesh,Guntur,Medical,State Government,Nursing,1922
S-14942,"GOVERNMENT POLYTECHNIC, KROSUR",Andhra Pradesh,Guntur,Engineering,State Government,Technical/Polytechnic,2009
S-16055,"GOVERNMENT POLYTECHNIC, REPALLE",Andhra Pradesh,Guntur,Engineering,State Government,Technical/Polytechnic,2010
S-534,GOVT INST OF TEXTILE TECH. GUNTUR,Andhra Pradesh,Guntur,Engineering,State Government,Technical/Polytechnic,1986
S-537,GOVT POLYTECHNIC FOR MINORITIES GUNTUR,Andhra Pradesh,Guntur,Engineering,State Government,Technical/Polytechnic,1998
S-541,GOVT POLYTECHNIC FOR WOMEN GUNTUR,Andhra Pradesh,Guntur,Engineering,State Government,Technical/Polytechnic,1967
C-30575,"Guntur Medical College (B.Sc MLT), Guntur",Andhra Pradesh,Guntur,Medical,-,Affiliated College,-
S-26050,HARIKA COLLEGE OF PARAMEDICAL SCIENCES,Andhra Pradesh,Guntur,Degree,Private Un-Aided,Paramedical,2013
S-3689,"JEEVANJYOTHI SCHOOL OF NURSING, CHINARAVURU, TENALI, GUNTUR DISTRICT",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2007
S-19279,K C Reddy School of Nursing,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2018
S-3529,KAVURI SUBBA RAO SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2003
S-588,KES POLYTECHNIC,Andhra Pradesh,Guntur,Engineering,Private Un-Aided,Technical/Polytechnic,1981
S-13062,"KRISHNAVENI SCHOOL OF NURSING, NARASARAOPET, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Aided (Government Aided),Nursing,2007
S-13050,"M P R MEMORIAL SCHOOL OF NURSING, NADIKUDI, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2004
S-13057,"MADHURI SCHOOL OF NURSING, SHYAMALANAGAR, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2007
S-3546,MAMATHA SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,Medical,-,Nursing,-
S-595,MBTS GOVT POLYTECHNIC GUNTUR,Andhra Pradesh,Guntur,Engineering,State Government,Technical/Polytechnic,1961
S-3555,MOTHER CARE SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2003
S-599,MULAGONDLA PAKIRA REDDY MEMORIAL POLYTECHNIC,Andhra Pradesh,Guntur,Engineering,Private Un-Aided,Technical/Polytechnic,2010
S-16051,Medarametla Anjamma Mastan Rao College of Education (D.El.Ed),Andhra Pradesh,Guntur,Degree,Private Un-Aided,Teacher Training,2016
S-13047,"P N C AND K R SON, NARASARAOPET, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2003
S-3595,S I M S SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2013
S-20629,S S AND N SCHOOL OF NURSING,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2019
S-13048,"SAI NIGHTINGALE SCHOOL OF NURSING, MACHERLA, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2004
S-3603,SALVATION ARMY EVANGALINE BOOTH HOSP. GUNTUR,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,1979
S-3609,SATYA SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,1999
C-71522,SIREESHA COLLEGE OF PHYSIOTHERAPY,Andhra Pradesh,Guntur,Degree,Private Un-Aided,Affiliated College,-
S-13044,"SRAVYA SCHOOL OF NURSING, PONNUR, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2003
C-77031,SREE BALAJI COLLEGE OF NURSING,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Affiliated College,2025
S-3629,SRI LAKSHMI SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2004
S-13061,"SRI RAMA BHADRA SCHOOL OF NURSING, BAPATLA, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2012
S-21462,"SRI SAI BHAVANI SCHOOL OF NURSING, BRODIPET, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,-
S-3638,SRI SAI SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,1998
S-15885,"SRI VENKATESWARA SCHOOL OF NURSING, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2012
S-21136,"SRI VENKATESWARA SCHOOL OF NURSING, KOLLIPARA, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2015
S-3650,SRUTHI SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2003
C-68129,SS AND N POLYTECHNIC OF AGRICULTURE,Andhra Pradesh,Guntur,Engineering,Private Un-Aided,Affiliated College,2015
S-3655,ST JOSEPH'S SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,1949
S-13043,"SUSEELA SCHOOL OF NURSING, BAPATLA, GUNTUR",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2003
S-3663,SWAMY SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,1989
C-41013,"Saraswathi College of Arts & Science, Dachepalli",Andhra Pradesh,Guntur,Degree,Private Un-Aided,Affiliated College,2000
S-13188,"TANVI SCHOOL OF NURSING, PIDUGURALLA, GUNTUR DISTRICT",Andhra Pradesh,Guntur,Medical,State Government,Nursing,2018
S-22778,"VEDA SCHOOL OF NURSING, SATTENAPALLI, GUNTUR DISTRICT",Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,2019
S-26097,VICTORIA INSTITUTE OF PARAMEDIAL SCIENCES,Andhra Pradesh,Guntur,Degree,Private Un-Aided,Paramedical,2023
S-3682,VIJAYA SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,Medical,Private Un-Aided,Nursing,1986
S-3476,CHRISTIAN MEDICAL CENTRE EAST GODAWARI,Andhra Pradesh,Kakinada,Medical,Private Aided (Government Aided),Nursing,1952
S-26052,EMMANUEL PARAMEDICAL COLLEGE,Andhra Pradesh,Kakinada,Degree,Private Un-Aided,Paramedical,2023
S-26837,GLOBAL SCHOOL OF NURSING,Andhra Pradesh,Kakinada,Medical,Private Un-Aided,Nursing,2018
C-71876,"GOVERNMENT COLLEGE OF NURSING, KAKINADA",Andhra Pradesh,Kakinada,Medical,State Government,Affiliated College,-
S-12968,"KARUNA SCHOOL OF NURSING, PALLAMRAJU NAGAR, EAST GODAVARI",Andhra Pradesh,Kakinada,Medical,Private Un-Aided,Nursing,2003
C-74627,MINERVA ALLIED HEALTH SCIENCES AND PHYSIOTHERAPY COLLEGE,Andhra Pradesh,Kakinada,Medical,Private Un-Aided,Affiliated College,2023
C-74629,MINERVA BSC MLT COLLEGE,Andhra Pradesh,Kakinada,Degree,Private Un-Aided,Affiliated College,2023
S-21139,"ROYAL SCHOOL OF NURSING, KAKINADA",Andhra Pradesh,Kakinada,Medical,Private Un-Aided,Nursing,2020
S-26051,SATYA SRI PARAMEDICAL COLLEGE,Andhra Pradesh,Kakinada,Degree,Private Un-Aided,Paramedical,2023
S-21132,"SATYA SRI SCHOOL OF NURSING, KAKINADA",Andhra Pradesh,Kakinada,Medical,Private Un-Aided,Nursing,2018
S-21130,SHASHI SCHOOL OF NURSING KAKINADA,Andhra Pradesh,Kakinada,Medical,Private Un-Aided,Nursing,2018
S-21116,"SRI LAKSHMI GAYATHRI SCHOOL OF NURSING, KAKINADA",Andhra Pradesh,Kakinada,Medical,Private Un-Aided,Nursing,2018
S-19723,SWAMY SCHOOL OF NURSING,Andhra Pradesh,Kakinada,Medical,Private Un-Aided,Nursing,-
C-71674,VIJAYA COLLEGE OF NURSING,Andhra Pradesh,Kakinada,Medical,Private Un-Aided,Affiliated College,-
C-76163,"YASHODA COLLEGE OF NURSING, KAKINADA",Andhra Pradesh,Kakinada,Medical,Private Un-Aided,Affiliated College,2022
S-490,A.V.N.POLYTECHNIC,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Technical/Polytechnic,2008
S-491,AANM & VVRSR POLYTCHNIC,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Technical/Polytechnic,1981
S-3451,AECS APARNA SCHOOL OF NURSING TIRUPATI,Andhra Pradesh,Krishna,Medical,Private Aided (Government Aided),Nursing,1989
S-18282,AMRITA SAI INSTITUTE OF SCIENCE AND TECHNOLOGY,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-26119,"ANAND PARAMEDICAL COLLEGE, GANNAVARAM",Andhra Pradesh,Krishna,Degree,Private Un-Aided,Paramedical,2023
S-19106,CENTRAL INSTITUTE OF PLASTICS ENGINEERING AND TECHNOLOGY VIJAYAWADA,Andhra Pradesh,Krishna,Engineering,Central Government,Institutes under Ministries,2015
C-59374,DBHPSabha Dr.M.S.College of education,Andhra Pradesh,Krishna,University,Private Un-Aided,Constituent / University College,-
S-5575,DISTRICT INSTITUTE OF EDUCATION & TRAINING (DIET) ANGALURU KRISHNA,Andhra Pradesh,Krishna,Degree,State Government,Teacher Training,1988
S-519,DIVI SEEMA POLYTECHNIC AVANIGADDA,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Technical/Polytechnic,1999
S-3489,DR. PINNAMANENI SIDDHARTHA INSTT OF MEDICAL SC. KRISHNA,Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,2003
C-30592,"Dr. Gururaj Govt. Homoeo Medical College, Gudiwada",Andhra Pradesh,Krishna,Medical,State Government,Affiliated College,1945
S-14929,"Dr. YSR GOVERNMENT POLYTECHNIC, KALIDINDI",Andhra Pradesh,Krishna,Engineering,State Government,Technical/Polytechnic,2008
C-30677,"Florence Nightingale College of Nursing, Kankipadu",Andhra Pradesh,Krishna,Medical,Private Un-Aided,Affiliated College,2004
S-13015,"GANESH SCHOOL OF NURSING, GUDIWADA, KRISHNA",Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,2000
S-13008,"GIRIJAS SCHOOL OF NURSING, GUDIWADA, KRISHNA",Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,2004
S-13014,"GLOBAL SCHOOL OF NURSING, VIJAYAWADA, KRISHNA",Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,2012
S-14940,"GOVERNMENT POLYTECHNIC, GANNAVARAM",Andhra Pradesh,Krishna,Engineering,State Government,Technical/Polytechnic,2008
S-14850,"GOVERNMENT POLYTECHNIC, MACHILIPATNAM",Andhra Pradesh,Krishna,Engineering,State Government,Technical/Polytechnic,2009
S-13013,"GOVT GENERAL HOSPITAL, VIJAYAWADA, KRISHNA",Andhra Pradesh,Krishna,Medical,State Government,Nursing,1988
S-545,GOVT POLYTECHNIC FOR WOMEN NANDIGAMA,Andhra Pradesh,Krishna,Engineering,State Government,Technical/Polytechnic,1988
S-561,GOVT POLYTECHNIC VIJAYAWADA,Andhra Pradesh,Krishna,Engineering,State Government,Technical/Polytechnic,1946
S-3510,"HELP SCHOOL OF NURSING, KETHANAKONDA, NTR DISTRICT",Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,2004
C-55537,"JANET DEGREE COLLEGE, KETHANKONDA, IBRAHIMPATNAM MANDAL",Andhra Pradesh,Krishna,Degree,Private Un-Aided,Affiliated College,-
S-19282,Kavitha School of Nursing,Andhra Pradesh,Krishna,Medical,Private Aided (Government Aided),Nursing,2019
S-3501,"METAS ADVENTIST SCHOOL OF NURSING, NUZVID",Andhra Pradesh,Krishna,Medical,Private Aided (Government Aided),Nursing,1949
S-3558,MOTHER THERESA SCHOOL OF NURSING KRISHNA,Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,1998
S-16189,"MVR College of Engg and Tech, Shift-II Polytechnic, Paritala,Kanchikacherla Mandal",Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Technical/Polytechnic,2008
S-3566,NAGARJUNA SCHOOL OF NURSING KRISHNA,Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,2004
S-26278,NATIONAL INSTITUTE OF MEDICAL SCIENCES,Andhra Pradesh,Krishna,Medical,Private Un-Aided,Paramedical,2023
S-26421,NAVA PRAHARSHA INSTITUTE OF MEDICAL TECHNOLOGY,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Paramedical,2023
S-603,NUZVID POLYTECHNIC,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Technical/Polytechnic,2008
S-3581,PHANI SCHOOL OF NURSING KRISHNA,Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,2005
S-13011,"PRAGATHI SCHOOL OF NURSING, PATAMATALANKA, KRISHNA",Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,2005
S-26053,R K PARAMEDICAL INSTITUTIONS,Andhra Pradesh,Krishna,Degree,Private Un-Aided,Paramedical,2023
S-26118,R R PARAMEDICAL COLLEGE,Andhra Pradesh,Krishna,Degree,Private Un-Aided,Paramedical,2023
S-26077,SATYA INSTITUTE OF PARAMEDICAL TECHNOLOGY,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Paramedical,2022
S-633,SMT. T.K.R. POLYTECHNIC FOR WOMEN,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Technical/Polytechnic,1987
S-19000,SRI JYOTHI POLYTECHNIC,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Technical/Polytechnic,2013
C-71885,"SRI MVKR FISHERIES POLYTECHNIC, BHAVADEVARAPALLI",Andhra Pradesh,Krishna,Engineering,University,Constituent / University College,-
S-649,SRI VASAVI INSTITUTE OF ENGINEERING & TECHNOLOGY,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Technical/Polytechnic,2012
S-3652,ST ANN'S HOSPITAL SCHOOL OF NURSING KRISHNA,Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,1954
S-26375,ST. JOHNS INSTITUTE OF MEDICAL TECHNOLOGY,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Paramedical,2003
S-13007,"T I M S SCHOOL OF NURSING, GANNAVARAM, KRISHNA",Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,2004
S-3674,USHA SCHOOL OF NURSING KRISHNA,Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,1999
S-3676,VARDHAN SCHOOL OF NURSING KRISHNA,Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,2005
S-3681,VIJAY SCHOOL OF NURSING KRISHNA,Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,1993
S-13012,"VIJAYA INSTITUTE OF MEDICAL SCIENCES SCHOOL OF NURSING, KRISHNA",Andhra Pradesh,Krishna,Medical,Private Un-Aided,Nursing,2007
C-25364,VIJAYA KRANTHI DEGREE COLLEGE,Andhra Pradesh,Krishna,Degree,Private Un-Aided,Affiliated College,2006
S-26420,VIJENDRA INSTITUTE OF MEDICAL TECHNOLOGY,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Paramedical,2022
S-18999,VIKAS PHARMACY COLLEGE,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-671,VKR & VNB POLYTECHNIC GUDIVADA,Andhra Pradesh,Krishna,Engineering,Private Un-Aided,Technical/Polytechnic,1981
C-55195,"Vijaya College of Physical Education, Nunna",Andhra Pradesh,Krishna,Degree,Private Un-Aided,Affiliated College,2015
S-25992,AAYUSHMAN INSTITUTE OF PARAMEDICAL SCIENCES,Andhra Pradesh,Kurnool,Degree,Private Un-Aided,Paramedical,2023
C-57639,"ABDULLA B.Ed COLLEGE,BASTIPADU(V), KURNOOL(Dist)",Andhra Pradesh,Kurnool,Degree,Private Un-Aided,Affiliated College,-
C-58269,AKSHARA DEGREE COLLEGE,Andhra Pradesh,Kurnool,Degree,Private Un-Aided,Affiliated College,2017
S-25959,AMBIKA SISHU KENDRA,Andhra Pradesh,Kurnool,Degree,Private Un-Aided,Institutions under Rehabilitation Council of India,2022
C-26264,"Allagadda Inst. Of Management & Science (PG), Allagadda",Andhra Pradesh,Kurnool,Management,Private Un-Aided,Affiliated College,-
S-3469,BHARGAVI SCHOOLOF NURSING KURNOOL,Andhra Pradesh,Kurnool,Medical,Private Un-Aided,Nursing,2003
S-26422,BOLLINENI MEDSKILLS PARAMEDICAL INSTITUTION,Andhra Pradesh,Kurnool,Degree,Private Un-Aided,Paramedical,2024
S-3477,CHRISTIAN SCHOOL OF NURSING KURNOOL,Andhra Pradesh,Kurnool,Medical,Private Un-Aided,Nursing,1988
C-30460,"Dr. Abdul Haq Unani College & Hospital, Kurnool",Andhra Pradesh,Kurnool,Degree,-,Affiliated College,-
S-524,ESC GOVT POLYTECHNIC NANDYAL,Andhra Pradesh,Kurnool,Engineering,State Government,Technical/Polytechnic,1960
S-531,GMR POLYTECHNIC SRISAILAM,Andhra Pradesh,Kurnool,Engineering,State Government,Technical/Polytechnic,1986
C-75880,"GOVERNMENT DEGREE COLLEGE, ADONI",Andhra Pradesh,Kurnool,Degree,State Government,Affiliated College,2023
S-3503,GOVERNMENT GENERAL HOSPITAL KURNOOL,Andhra Pradesh,Kurnool,Medical,State Government,Nursing,1956
S-15050,"GOVERNMENT POLYTECHNIC, ADONI",Andhra Pradesh,Kurnool,Engineering,State Government,Technical/Polytechnic,2009
S-16161,"GOVERNMENT POLYTECHNIC,ALUR",Andhra Pradesh,Kurnool,Engineering,State Government,Technical/Polytechnic,2008
S-538,GOVT POLYTECHNIC FOR MINORITIES KURNOOL,Andhra Pradesh,Kurnool,Engineering,State Government,Technical/Polytechnic,1998
S-26016,JAYALAKSHMI INSTITUTE OF PARAMEDICAL SCIENCES,Andhra Pradesh,Kurnool,Degree,Private Un-Aided,Paramedical,2023
S-21460,"LOKESH SCHOOL OF NURSING, KURNOOL",Andhra Pradesh,Kurnool,Medical,Private Un-Aided,Nursing,-
C-74548,MSRR COLLEGE OF PHYSIOTHERAPY,Andhra Pradesh,Kurnool,Degree,State Government,Affiliated College,2023
S-13193,"NATIONAL SCHOOL OF NURSING, ADONI, KURNOOL DISTRICT",Andhra Pradesh,Kurnool,Medical,Private Un-Aided,Nursing,2012
S-26596,PADMAVATHI PARA MEDICAL COLLEGE,Andhra Pradesh,Kurnool,Medical,Private Un-Aided,Paramedical,2024
S-3590,R R CHRISTIAN SCHOOL OF NURSING KURNOOL,Andhra Pradesh,Kurnool,Medical,Private Un-Aided,Nursing,2004
S-26296,R S INSTITUTE OF PARAMEDICAL SCIENCES ADONI,Andhra Pradesh,Kurnool,Degree,Private Un-Aided,Paramedical,2024
S-26517,R. S. SCHOOL OF NURSING,Andhra Pradesh,Kurnool,Medical,Private Un-Aided,Nursing,2024
S-26595,SATYA INSTITUTE OF PARAMEDICAL TECHNOLOGY,Andhra Pradesh,Kurnool,Engineering,Private Un-Aided,Paramedical,2010
C-77149,"SHARADA COLLEGE OF EDUCATION, NANNUR VILLAGE, KURNOOL DISTRICT",Andhra Pradesh,Kurnool,Degree,Private Un-Aided,Affiliated College,2025
C-77150,"SRI DATTA BPED COLLEGE, VELDURTHY, KURNOOL DISTRICT",Andhra Pradesh,Kurnool,Degree,Private Un-Aided,Affiliated College,2013
S-642,SRI G PULLA REDDY GOVERNMENT POLYTECHNIC,Andhra Pradesh,Kurnool,Engineering,State Government,Technical/Polytechnic,1984
C-71883,SRI HARI FISHERY POLYTECHNIC,Andhra Pradesh,Kurnool,Engineering,Private Un-Aided,Affiliated College,-
C-71804,SRI HARI POLYTECHNIC OF AGRICULTURE,Andhra Pradesh,Kurnool,Engineering,Private Un-Aided,Affiliated College,-
S-3626,SRI HARSHA SCHOOL OF NURSING KURNOOL,Andhra Pradesh,Kurnool,Medical,Private Un-Aided,Nursing,2004
S-13132,"SRI LAKSHMI SCHOOL OF NURSING, KURNOOL",Andhra Pradesh,Kurnool,Medical,Private Un-Aided,Nursing,2012
C-57645,SRI RAGHAVENDRA DEGREE COLLEGE (095) PATTIKONDA,Andhra Pradesh,Kurnool,Degree,Private Un-Aided,Affiliated College,2016
C-74455,SRI SITHA RAM COLLEGE OF NURSING,Andhra Pradesh,Kurnool,Medical,Private Un-Aided,Affiliated College,2022
S-3642,SRI UMAMAHESWARA SCHOOL OF NURSING KURNOOL-,Andhra Pradesh,Kurnool,Medical,Private Un-Aided,Nursing,1987
S-26066,"SRI VIJAYALAKSHMI EDUCATIONAL SOCIETY LAB TECHNICIAN TRAINING CENTRE, KURNOOL",Andhra Pradesh,Kurnool,Degree,Private Un-Aided,Paramedical,2008
